ID_cliente;Nombre_producto;Cantidad;Precio_unitario(USD);Fecha;categoria;pais;ciudad;metodo_pago;edad_cliente;genero_cliente;calificación_satisfaccion
332;Cámara;4;$ 404;03/06/2024;Electrónica;Colombia;Bogotá;Efectivo;23;Masculino;5
333;Reloj;5;$ 777;21/07/2024;Accesorios;España;Madrid;Efectivo;63;Femenino;4
334;Laptop;5;$ 150;18/12/2023;Electrónica;Chile;Santiago;Tarjeta de crédito;59;Femenino;2
335;Reloj;4;$ 968;02/08/2024;Accesorios;Chile;Santiago;Efectivo;41;Masculino;1
336;Audífonos;7;$ 863;18/01/2024;Accesorios;España;Madrid;PayPal;69;Femenino;3
337;Audífonos;6;$ 621;10/04/2024;Accesorios;Chile;Santiago;Tarjeta de crédito;42;Masculino;5
338;Laptop;9;$ 52;30/04/2024;Electrónica;Argentina;Buenos Aires;PayPal;31;Masculino;2
339;Laptop;2;$ 704;27/03/2024;Electrónica;Perú;Lima;PayPal;39;Masculino;5
340;Audífonos;4;$ 914;22/11/2023;Accesorios;México;Ciudad de México;Tarjeta de crédito;31;Femenino;3
341;Televisor;9;$ 529;05/07/2024;Electrónica;Colombia;Bogotá;Efectivo;20;Femenino;4
342;Audífonos;2;$ 361;15/06/2024;Accesorios;Perú;Lima;Efectivo;59;Femenino;1
343;Laptop;6;$ 129;07/03/2024;Electrónica;Colombia;Bogotá;Efectivo;19;Femenino;2
344;Audífonos;9;$ 757;10/10/2023;Accesorios;Colombia;Bogotá;Efectivo;63;Femenino;1
345;Laptop;1;$ 886;06/07/2024;Electrónica;México;Ciudad de México;Efectivo;18;Masculino;3
346;Televisor;4;$ 109;08/09/2024;Electrónica;Argentina;Buenos Aires;PayPal;32;Masculino;5
347;Cámara;8;$ 761;23/07/2024;Electrónica;España;Madrid;PayPal;54;Femenino;1
348;Smartphone;2;$ 27;24/02/2024;Electrónica;Chile;Santiago;Tarjeta de crédito;25;Masculino;5
349;Laptop;8;$ 967;20/10/2023;Electrónica;Chile;Santiago;Efectivo;66;Masculino;1
350;Reloj;9;$ 619;05/01/2024;Accesorios;México;Ciudad de México;Efectivo;27;Masculino;3
351;Laptop;1;$ 557;19/03/2024;Electrónica;Colombia;Bogotá;Efectivo;62;Masculino;5
352;Audífonos;8;$ 303;27/11/2023;Accesorios;Chile;Santiago;PayPal;67;Femenino;1
353;Reloj;6;$ 930;18/12/2023;Accesorios;España;Madrid;Tarjeta de crédito;22;Femenino;1
354;Reloj;7;$ 273;17/03/2024;Accesorios;Chile;Santiago;Efectivo;34;Femenino;3
355;Smartphone;9;$ 830;27/02/2024;Electrónica;Colombia;Bogotá;Tarjeta de crédito;34;Masculino;5
356;Laptop;8;$ 985;06/12/2023;Electrónica;Perú;Lima;PayPal;34;Femenino;1
357;Cámara;6;$ 786;17/08/2024;Electrónica;España;Madrid;Efectivo;21;Femenino;2
358;Reloj;2;$ 524;09/06/2024;Accesorios;Colombia;Bogotá;PayPal;58;Masculino;3
359;Reloj;1;$ 75;29/07/2024;Accesorios;Colombia;Bogotá;Efectivo;20;Masculino;1
360;Cámara;1;$ 478;03/06/2024;Electrónica;México;Ciudad de México;Tarjeta de crédito;50;Masculino;3
361;Reloj;6;$ 444;19/03/2024;Accesorios;Colombia;Bogotá;Efectivo;24;Femenino;4
362;Audífonos;7;$ 211;21/11/2023;Accesorios;España;Madrid;Efectivo;39;Masculino;1
363;Cámara;4;$ 429;16/12/2023;Electrónica;México;Ciudad de México;PayPal;46;Masculino;2
364;Audífonos;7;$ 364;29/09/2024;Accesorios;México;Ciudad de México;Tarjeta de crédito;40;Femenino;4
365;Laptop;2;$ 172;29/06/2024;Electrónica;España;Madrid;Tarjeta de crédito;45;Masculino;3
366;Televisor;8;$ 447;10/08/2024;Electrónica;México;Ciudad de México;Efectivo;67;Masculino;5
367;Televisor;8;$ 270;27/08/2024;Electrónica;España;Madrid;PayPal;22;Femenino;5
368;Televisor;1;$ 527;16/08/2024;Electrónica;Chile;Santiago;Efectivo;22;Masculino;3
369;Laptop;8;$ 45;14/01/2024;Electrónica;México;Ciudad de México;PayPal;49;Masculino;5
370;Laptop;7;$ 907;04/06/2024;Electrónica;Chile;Santiago;Efectivo;20;Femenino;5
371;Televisor;1;$ 818;25/03/2024;Electrónica;México;Ciudad de México;Efectivo;43;Masculino;2
372;Audífonos;5;$ 557;17/11/2023;Accesorios;Colombia;Bogotá;PayPal;48;Femenino;4
373;Reloj;3;$ 853;03/08/2024;Accesorios;Perú;Lima;Efectivo;29;Masculino;1
374;Reloj;8;$ 963;18/09/2024;Accesorios;España;Madrid;Tarjeta de crédito;28;Femenino;4
375;Televisor;6;$ 119;29/03/2024;Electrónica;Colombia;Bogotá;Tarjeta de crédito;20;Masculino;3
376;Cámara;3;$ 635;24/03/2024;Electrónica;Chile;Santiago;PayPal;29;Masculino;2
377;Cámara;9;$ 998;11/01/2024;Electrónica;España;Madrid;PayPal;30;Masculino;3
378;Reloj;6;$ 988;14/09/2024;Accesorios;España;Madrid;Efectivo;38;Femenino;4
379;Smartphone;7;$ 607;26/06/2024;Electrónica;Perú;Lima;Efectivo;27;Masculino;2
380;Audífonos;7;$ 137;08/01/2024;Accesorios;Chile;Santiago;Tarjeta de crédito;53;Masculino;2
381;Audífonos;5;$ 587;06/06/2024;Accesorios;España;Madrid;PayPal;69;Femenino;4
382;Audífonos;2;$ 12;13/08/2024;Accesorios;España;Madrid;PayPal;24;Femenino;1
383;Smartphone;6;$ 207;30/04/2024;Electrónica;México;Ciudad de México;Tarjeta de crédito;49;Masculino;4
384;Cámara;5;$ 957;08/01/2024;Electrónica;Argentina;Buenos Aires;PayPal;45;Masculino;2
385;Televisor;6;$ 337;12/06/2024;Electrónica;Colombia;Bogotá;Efectivo;28;Femenino;2
386;Cámara;6;$ 642;09/02/2024;Electrónica;Argentina;Buenos Aires;PayPal;66;Masculino;1
387;Audífonos;7;$ 288;02/12/2023;Accesorios;España;Madrid;PayPal;26;Femenino;1
388;Televisor;4;$ 948;02/09/2024;Electrónica;Perú;Lima;Efectivo;43;Femenino;3
389;Cámara;9;$ 731;29/01/2024;Electrónica;Perú;Lima;Efectivo;55;Masculino;3
390;Audífonos;2;$ 336;23/10/2023;Accesorios;Argentina;Buenos Aires;Tarjeta de crédito;33;Femenino;2
391;Reloj;5;$ 794;16/01/2024;Accesorios;Perú;Lima;Tarjeta de crédito;44;Masculino;3
392;Reloj;3;$ 117;17/03/2024;Accesorios;Perú;Lima;Tarjeta de crédito;23;Masculino;1
393;Cámara;8;$ 398;06/06/2024;Electrónica;México;Ciudad de México;PayPal;36;Masculino;3
394;Televisor;5;$ 229;31/07/2024;Electrónica;Chile;Santiago;Efectivo;18;Masculino;3
395;Smartphone;2;$ 687;21/07/2024;Electrónica;Chile;Santiago;PayPal;54;Masculino;2
396;Cámara;9;$ 111;27/10/2023;Electrónica;Argentina;Buenos Aires;Efectivo;50;Masculino;4
397;Televisor;3;$ 403;20/03/2024;Electrónica;México;Ciudad de México;Efectivo;55;Femenino;4
398;Laptop;4;$ 284;13/12/2023;Electrónica;Perú;Lima;PayPal;36;Femenino;5
399;Audífonos;4;$ 511;30/03/2024;Accesorios;Perú;Lima;PayPal;31;Masculino;5
400;Laptop;5;$ 356;29/08/2024;Electrónica;Chile;Santiago;PayPal;37;Femenino;2
401;Cámara;2;$ 709;03/08/2024;Electrónica;Argentina;Buenos Aires;Efectivo;20;Masculino;2
402;Reloj;7;$ 34;21/11/2023;Accesorios;Argentina;Buenos Aires;Efectivo;65;Masculino;4
403;Audífonos;3;$ 638;20/07/2024;Accesorios;Colombia;Bogotá;PayPal;58;Femenino;2
404;Cámara;6;$ 238;16/09/2024;Electrónica;México;Ciudad de México;Efectivo;59;Masculino;1
405;Smartphone;5;$ 276;03/10/2024;Electrónica;Colombia;Bogotá;Efectivo;18;Femenino;2
406;Cámara;2;$ 802;06/03/2024;Electrónica;Argentina;Buenos Aires;PayPal;56;Masculino;3
407;Smartphone;6;$ 956;13/03/2024;Electrónica;Colombia;Bogotá;Efectivo;18;Masculino;2
408;Reloj;5;$ 323;06/07/2024;Accesorios;Perú;Lima;Tarjeta de crédito;27;Femenino;4
409;Televisor;6;$ 829;14/06/2024;Electrónica;Colombia;Bogotá;PayPal;67;Masculino;1
410;Smartphone;8;$ 113;19/06/2024;Electrónica;Argentina;Buenos Aires;Tarjeta de crédito;21;Masculino;5
411;Laptop;5;$ 638;08/05/2024;Electrónica;Chile;Santiago;Tarjeta de crédito;23;Femenino;1
412;Televisor;5;$ 754;18/07/2024;Electrónica;España;Madrid;Tarjeta de crédito;35;Masculino;1
413;Laptop;3;$ 164;09/01/2024;Electrónica;Chile;Santiago;Tarjeta de crédito;36;Femenino;3
414;Laptop;3;$ 432;29/07/2024;Electrónica;Perú;Lima;Tarjeta de crédito;63;Femenino;1
415;Laptop;2;$ 894;09/10/2023;Electrónica;México;Ciudad de México;Tarjeta de crédito;29;Femenino;2
416;Laptop;4;$ 113;17/01/2024;Electrónica;Chile;Santiago;PayPal;18;Masculino;4
417;Smartphone;1;$ 28;08/09/2024;Electrónica;Perú;Lima;PayPal;56;Femenino;1
418;Laptop;2;$ 595;27/03/2024;Electrónica;Argentina;Buenos Aires;Efectivo;62;Masculino;1
419;Audífonos;2;$ 441;10/02/2024;Accesorios;Colombia;Bogotá;PayPal;59;Femenino;2
420;Smartphone;7;$ 801;21/09/2024;Electrónica;México;Ciudad de México;Tarjeta de crédito;35;Masculino;1
421;Reloj;9;$ 924;08/12/2023;Accesorios;México;Ciudad de México;PayPal;62;Femenino;5
422;Smartphone;7;$ 306;09/08/2024;Electrónica;México;Ciudad de México;Tarjeta de crédito;36;Masculino;1
423;Cámara;4;$ 395;07/08/2024;Electrónica;Colombia;Bogotá;Tarjeta de crédito;24;Masculino;1
424;Reloj;1;$ 491;17/09/2024;Accesorios;Perú;Lima;PayPal;33;Femenino;1
425;Laptop;8;$ 592;04/03/2024;Electrónica;Chile;Santiago;Tarjeta de crédito;57;Masculino;5
426;Laptop;4;$ 984;19/10/2023;Electrónica;Colombia;Bogotá;Tarjeta de crédito;18;Masculino;5
427;Cámara;3;$ 700;27/02/2024;Electrónica;Perú;Lima;Tarjeta de crédito;55;Femenino;5
428;Televisor;6;$ 396;13/03/2024;Electrónica;España;Madrid;Tarjeta de crédito;54;Femenino;5
429;Laptop;8;$ 271;27/12/2023;Electrónica;México;Ciudad de México;Tarjeta de crédito;25;Femenino;1
430;Reloj;4;$ 945;05/01/2024;Accesorios;Argentina;Buenos Aires;PayPal;63;Masculino;2
431;Reloj;5;$ 144;22/03/2024;Accesorios;Colombia;Bogotá;Tarjeta de crédito;29;Femenino;4
432;Reloj;8;$ 723;22/08/2024;Accesorios;México;Ciudad de México;PayPal;22;Masculino;4
433;Smartphone;7;$ 926;25/02/2024;Electrónica;Colombia;Bogotá;PayPal;24;Femenino;1
434;Smartphone;8;$ 668;01/06/2024;Electrónica;Perú;Lima;PayPal;56;Femenino;3
435;Reloj;4;$ 429;22/10/2023;Accesorios;Colombia;Bogotá;PayPal;58;Femenino;4
436;Smartphone;7;$ 207;11/11/2023;Electrónica;Chile;Santiago;PayPal;24;Femenino;5
437;Televisor;4;$ 374;01/04/2024;Electrónica;Colombia;Bogotá;Tarjeta de crédito;34;Masculino;3
438;Smartphone;8;$ 710;26/12/2023;Electrónica;Perú;Lima;PayPal;52;Femenino;2
439;Audífonos;2;$ 653;28/09/2024;Accesorios;Argentina;Buenos Aires;PayPal;34;Masculino;3
440;Televisor;4;$ 929;06/04/2024;Electrónica;España;Madrid;Efectivo;50;Femenino;2
441;Smartphone;8;$ 868;08/09/2024;Electrónica;España;Madrid;PayPal;46;Masculino;3
442;Audífonos;9;$ 818;03/06/2024;Accesorios;Colombia;Bogotá;PayPal;54;Femenino;4
443;Televisor;9;$ 912;15/03/2024;Electrónica;Colombia;Bogotá;Efectivo;50;Masculino;5
444;Audífonos;5;$ 284;16/12/2023;Accesorios;Colombia;Bogotá;PayPal;67;Femenino;2
445;Smartphone;6;$ 376;03/07/2024;Electrónica;España;Madrid;Tarjeta de crédito;66;Masculino;2
446;Smartphone;4;$ 386;14/09/2024;Electrónica;Perú;Lima;PayPal;26;Masculino;3
447;Smartphone;7;$ 565;27/02/2024;Electrónica;Perú;Lima;Efectivo;39;Masculino;5
448;Laptop;7;$ 672;06/05/2024;Electrónica;Colombia;Bogotá;PayPal;68;Masculino;1
449;Audífonos;3;$ 294;02/04/2024;Accesorios;Perú;Lima;Tarjeta de crédito;42;Masculino;2
450;Laptop;4;$ 29;20/05/2024;Electrónica;Chile;Santiago;PayPal;34;Masculino;5
451;Reloj;6;$ 405;29/05/2024;Accesorios;Colombia;Bogotá;Tarjeta de crédito;39;Femenino;1
452;Smartphone;8;$ 315;24/06/2024;Electrónica;Argentina;Buenos Aires;Tarjeta de crédito;28;Femenino;2
453;Reloj;1;$ 943;15/08/2024;Accesorios;Argentina;Buenos Aires;Efectivo;50;Masculino;5
454;Televisor;8;$ 889;27/08/2024;Electrónica;España;Madrid;Efectivo;26;Femenino;2
455;Laptop;2;$ 862;26/01/2024;Electrónica;Argentina;Buenos Aires;Tarjeta de crédito;55;Femenino;4
456;Audífonos;3;$ 656;28/08/2024;Accesorios;España;Madrid;PayPal;24;Femenino;5
457;Cámara;6;$ 351;24/05/2024;Electrónica;Perú;Lima;Efectivo;44;Femenino;3
458;Smartphone;1;$ 553;06/08/2024;Electrónica;Argentina;Buenos Aires;Efectivo;60;Masculino;3
459;Reloj;6;$ 817;22/12/2023;Accesorios;España;Madrid;Tarjeta de crédito;45;Femenino;1
460;Reloj;9;$ 108;25/10/2023;Accesorios;México;Ciudad de México;Efectivo;63;Femenino;4
461;Reloj;9;$ 803;15/03/2024;Accesorios;Argentina;Buenos Aires;PayPal;43;Masculino;1
462;Laptop;3;$ 51;12/05/2024;Electrónica;Perú;Lima;Efectivo;38;Femenino;3
463;Laptop;6;$ 818;03/09/2024;Electrónica;Colombia;Bogotá;PayPal;38;Masculino;5
464;Cámara;4;$ 809;28/04/2024;Electrónica;España;Madrid;Tarjeta de crédito;31;Masculino;4
465;Televisor;2;$ 61;12/07/2024;Electrónica;España;Madrid;Tarjeta de crédito;52;Masculino;2
466;Laptop;8;$ 631;06/07/2024;Electrónica;Chile;Santiago;Efectivo;22;Masculino;2
467;Audífonos;4;$ 507;26/08/2024;Accesorios;México;Ciudad de México;Efectivo;66;Femenino;5
468;Audífonos;9;$ 178;02/02/2024;Accesorios;México;Ciudad de México;Tarjeta de crédito;32;Masculino;3
469;Reloj;6;$ 157;09/04/2024;Accesorios;Perú;Lima;Efectivo;42;Femenino;1
470;Smartphone;6;$ 776;22/07/2024;Electrónica;Perú;Lima;Efectivo;19;Femenino;3
471;Reloj;2;$ 572;15/12/2023;Accesorios;Colombia;Bogotá;PayPal;57;Femenino;5
472;Audífonos;8;$ 983;28/07/2024;Accesorios;España;Madrid;Efectivo;61;Masculino;3
473;Audífonos;3;$ 982;26/08/2024;Accesorios;México;Ciudad de México;Tarjeta de crédito;31;Femenino;1
474;Audífonos;2;$ 993;30/05/2024;Accesorios;México;Ciudad de México;Tarjeta de crédito;54;Masculino;1
475;Reloj;1;$ 127;11/03/2024;Accesorios;Chile;Santiago;Tarjeta de crédito;51;Femenino;4
476;Cámara;2;$ 939;21/09/2024;Electrónica;Perú;Lima;PayPal;30;Masculino;4
477;Smartphone;1;$ 252;24/04/2024;Electrónica;Colombia;Bogotá;Efectivo;34;Masculino;4
478;Cámara;2;$ 464;11/10/2023;Electrónica;Perú;Lima;PayPal;23;Masculino;3
479;Cámara;2;$ 760;08/11/2023;Electrónica;Colombia;Bogotá;Tarjeta de crédito;51;Masculino;2
480;Smartphone;7;$ 212;29/11/2023;Electrónica;México;Ciudad de México;Tarjeta de crédito;49;Femenino;3
481;Audífonos;9;$ 571;14/07/2024;Accesorios;Argentina;Buenos Aires;Tarjeta de crédito;26;Femenino;1
482;Audífonos;9;$ 194;15/03/2024;Accesorios;Chile;Santiago;Tarjeta de crédito;51;Masculino;4
483;Reloj;4;$ 114;08/04/2024;Accesorios;Argentina;Buenos Aires;PayPal;18;Femenino;5
484;Reloj;3;$ 125;25/04/2024;Accesorios;Chile;Santiago;Tarjeta de crédito;50;Masculino;2
485;Cámara;1;$ 364;16/07/2024;Electrónica;Argentina;Buenos Aires;PayPal;49;Femenino;3
486;Smartphone;8;$ 15;06/09/2024;Electrónica;Colombia;Bogotá;Efectivo;20;Femenino;2
487;Smartphone;5;$ 431;13/10/2023;Electrónica;Perú;Lima;Efectivo;60;Masculino;5
488;Laptop;7;$ 668;26/09/2024;Electrónica;Perú;Lima;Efectivo;45;Femenino;4
489;Laptop;1;$ 408;12/05/2024;Electrónica;Perú;Lima;PayPal;34;Masculino;4
490;Cámara;6;$ 95;07/02/2024;Electrónica;España;Madrid;Efectivo;41;Masculino;1
491;Reloj;4;$ 72;11/02/2024;Accesorios;Colombia;Bogotá;Efectivo;20;Femenino;3
492;Audífonos;4;$ 285;27/02/2024;Accesorios;México;Ciudad de México;Tarjeta de crédito;25;Masculino;1
493;Televisor;5;$ 178;04/05/2024;Electrónica;Argentina;Buenos Aires;Tarjeta de crédito;55;Masculino;2
494;Audífonos;1;$ 965;20/10/2023;Accesorios;Perú;Lima;PayPal;63;Masculino;5
495;Cámara;7;$ 160;03/06/2024;Electrónica;México;Ciudad de México;PayPal;38;Masculino;5
496;Smartphone;6;$ 807;25/06/2024;Electrónica;Colombia;Bogotá;Efectivo;18;Femenino;1
497;Laptop;4;$ 590;31/03/2024;Electrónica;Perú;Lima;Tarjeta de crédito;25;Femenino;1
498;Reloj;1;$ 574;06/08/2024;Accesorios;Argentina;Buenos Aires;Tarjeta de crédito;43;Femenino;2
499;Smartphone;1;$ 517;01/04/2024;Electrónica;Chile;Santiago;Efectivo;42;Femenino;4
500;Reloj;2;$ 972;04/01/2024;Accesorios;España;Madrid;Efectivo;19;Femenino;5
